Latitude,Longitude
4.707508,-73.855403
4.6,-73.716667
4.658649,-74.095922
4.571156,-73.780117
4.755397,-73.828987
4.527447,-73.772519
4.52806,-73.78879
4.609167,-73.718333
4.6195,-73.7215
4.55921,-73.6833
4.73637,-73.875
4.609167,-73.718333
4.609167,-73.718333
4.6195,-73.7215
4.6195,-73.7215
